valet,NN
inane,NN
maple,NN
snarl,NN
baker,NN
there,RB
glyph,VBZ
avert,NN
brave,NN
axiom,JJ
prime,JJ
drive,NN
feast,NN
itchy,JJ
clen,NN
happy,JJ
tepid,NN
undue,JJ
study,NN
eject,VBP
chafe,JJ
torso,NN
adore,RB
woken,JJ
amber,NN
joust,NN
infer,NN
braid,NN
knock,NN
naive,JJ
apply,RB
spoke,VBD
usual,JJ
rival,JJ
rprobe,NN
chord,NN
taper,NN
slate,NN
third,JJ
lunar,JJ
excel,NN
aorta,NN
poise,NN
extra,JJ
judge,NN
condo,NN
impel,NN
havoc,NN
molar,NN
manly,RB
slump,NN,1
crank,NN,1
gorge,NN,2
query,NN,2
drink,NN,1
favor ,NN,2
abbey,NN,2
tangy,NN,1
panic,JJ,2
solar,JJ,2
shire,NN,2
proxy,NN,1
point,NN,2
robot,NN,2
prick,JJ,1
wince,NN,2
crimp,NN,1
knoll,NN,1
sugar,NN,2
whack,NN,1
mount,NN,2
perky,NN,1
could,MD,2
wrung,VB,1
light,JJ,1
those,DT,2
moist,JJ,2
shard,JJ,1
pleat,NN,2
aloft,RB,2
skill,JJ,1
elder,NN,2
frame,NN,2
humor,NN,2
pause,NN,3
ulcer,JJ,2
ultra,JJ,2
robin,NN,2
cynic,JJ,1
aroma,NN,3
caulk,NNS,2
shake,VBP,2
dodge,NN,2
swill,NN,1
tacit,VBZ,2
other,JJ,2
thorn,JJ,1
trove,IN,2
bloke,NN,2
vivid,NN,2
spill,NN,1
chant,JJ,1
choke,VBD,2
rupee,JJ,3
nasty,JJ,1
mourn,NN,2
ahead,RB,3
brine,JJ,2
cloth,CC,1
hoard,JJ,2
sweet,JJ,2
month,NN,1
lapse,NN,2
watch,NN,1
today,NN,2
focus,VB,2
smelt,JJ,1
tease,NN,3
cater,NN,2
movie,NN,3
saute,NN,3
allow,VBP,2
renew,VB,2
their,PRP$,2
slosh,JJ,1
purge,NN,2
chest,JJS,1
depot,NN,2
epoxy,JJ,2
nymph,NN,0
found,VBD,2
shall,MD,1
stove,VB,2
lowly,RB,1
snout,IN,2
trope,NN,2
fewer,JJR,2
shawl,JJ,1
natal,JJ,2
comma,NN,2
foray,NN,2
scare,NN,2
stair,JJ,2
black,JJ,1
squad,NN,2
royal,NN,2
chunk,NN,1
mince,NN,2
shame,NN,2
cheek,JJ,2
ample,JJ,2
flair,NN,2
foyer,NN,2
cargo,NN,2
oxide,NN,3
plant,NN,1
olive,JJ,3
inert,NN,2
askew,JJ,2
heist,NN,2
shown,VBN,1
zesty,JJ,1
tash,NN,1
larva,NN,2
forgo,VBP,2
story,NN,1
hairy,NN,2
train,NN,2
homer,NN,2
badge,NN,2
midst,NN,1
canny,JJ,1
shine,NN,2
gecko,NN,2
farce,NN,2
slung,NN,1
tipsy,NN,1
metal,JJ,2
yield,NN,2
delve,NN,2
being,VBG,2
scour,JJ,2
glass,NN,1
gamer,NN,2
scrap,NN,1
money,NN,2
hinge,NN,2
album,RB,2
vouch,JJ,2
asset,NN,2
tiara,NN,3
crept,VBD,1
bayou,JJ,3
atoll,NN,2
manor,NN,2
creak,NN,2
showy,JJ,1
peach,NN,2
froth,NN,1
depth,NN,1
gloom,NN,2
flood,NN,2
trait,NN,2
girth,NN,1
piety,NN,2
goose,VBP,3
float,NN,2
donor,NN,2
atone,NN,3
primo,NN,2
apron,VBP,2
blown,VBN,1
cacao,NNS,3
loser,RBR,2
input,NN,2
gloat,NN,2
awful,JJ,2
brink,NN,1
smite,NN,2
beady,JJ,2
rusty,JJ,1
retro,NN,2
droll,NN,1
gawky,NN,1
hutch,NN,1
pinto,NN,2
egret,JJ,2
lilac,NN,2
sever,NN,2
field,NN,2
fluff,NN,1
agape,NN,3
voice,NN,3
stead,VBD,2
berth,JJ,1
madam,NNS,2
night,NN,1
bland,VBP,1
liver,RB,2
wedge,VBP,2
roomy,JJ,2
wacky,JJ,1
flock,NN,1
angry,JJ,1
trite,JJ,2
aphid,NN,2
tryst,NN,0
midge,NN,2
power,NN,2
elope,NN,3
cinch,NN,1
motto,NN,2
stomp,NN,1
upset,JJ,2
bluff,NN,1
cramp,NN,1
quart,NN,2
coyly,NN,1
youth,NN,2
rhyme,NN,1
buggy,JJ,1
alien,JJ,3
smear,JJ,2
unfit,JJ,2
patty,NN,1
cling,VBG,1
glean,JJ,2
label,NN,2
hunky,NN,1
khaki,NN,2
poker,NN,2
gruel,NN,2
twice,RB,2
twang,VBD,1
shrug,JJ,1
treat,NN,2
waste,NN,2
merit,NN,2
woven,VBN,2
needy,JJ,2
clown,NN,1
irony,NN,2
ruder,NN,2
gauze,NN,3
chief,NN,2
onset,VBN,2
prize,NN,2
fungi,NNS,2
charm,VBP,1
gully,RB,1
inter,JJ,2
whoop,NN,2
taunt,NN,2
leery,JJ,2
class,NN,1
theme,NN,2
lofty,VBD,1
tibia,JJ,3
booze,NN,3
alpha,NN,2
thyme,VBD,1
doubt,NN,2
parer,NN,2
chute,NN,2
stick,JJ,1
trice,NN,2
alike,RB,3
recap,JJ,2
saint,NN,2
glory,NN,1
grate,NN,2
admit,NN,2
brisk,JJ,1
soggy,JJ,1
usurp,JJ,2
scald,NN,1
scorn,NNS,1
leave,VBP,3
twine,JJ,2
sting,VBG,1
bough,IN,2
marxh,NN,1
sloth,CC,1
dandy,JJ,1
vigor,NN,2
howdy,NN,1
enjoy,NN,2
valid,JJ,2
ionic,JJ,3
equal,JJ,3
floor,NN,2
catch,NN,1
spade,VBD,2
stein,JJ,2
exist,JJ,2
quirk,NN,2
denim,NN,2
grove,NN,2
spiel,NN,2
mummy,NN,1
fault,NN,2
foggy,VBD,1
flout,NN,2
carry,NN,1
sneak,VBP,2
libel,NN,2
waltz,NN,1
aptly,RB,1
piney,VBZ,2
inept,JJ,2
aloud,JJ,3
photo,NN,2
dream,NN,2
stale,NN,2
begin,NN,2
spell,VBP,1
rainy,JJ,2
unite,JJ,3
medal,JJ,2
valet,NN,2
inane,NN,3
maple,NN,2
snarl,NN,1
baker,NN,2
there,RB,2
glyph,VBZ,0
avert,NN,2
brave,NN,2
axiom,JJ,3
prime,JJ,2
drive,NN,2
feast,NN,2
itchy,JJ,1
clen,NN,1
happy,JJ,1
tepid,NN,2
undue,JJ,3
study,NN,1
eject,VBP,2
chafe,JJ,2
torso,NN,2
adore,RB,3
woken,JJ,2
amber,NN,2
joust,NN,2
infer,NN,2
braid,NN,2
knock,NN,1
naive,JJ,3
apply,RB,1
spoke,VBD,2
usual,JJ,3
rival,JJ,2
rprobe,NN,2
chord,NN,1
taper,NN,2
slate,NN,2
third,JJ,1
lunar,JJ,2
excel,NN,2
aorta,NN,3
poise,NN,3
extra,JJ,2
judge,NN,2
condo,NN,2
impel,NN,2
havoc,NN,2
molar,NN,2
manly,RB,1
slump,NN
crank,NN
gorge,NN
query,NN
drink,NN
favor ,NN
abbey,NN
tangy,NN
panic,JJ
solar,JJ
shire,NN
proxy,NN
point,NN
robot,NN
prick,JJ
wince,NN
crimp,NN
knoll,NN
sugar,NN
whack,NN
mount,NN
perky,NN
could,MD
wrung,VB
light,JJ
those,DT
moist,JJ
shard,JJ
pleat,NN
aloft,RB
skill,JJ
elder,NN
frame,NN
humor,NN
pause,NN
ulcer,JJ
ultra,JJ
robin,NN
cynic,JJ
aroma,NN
caulk,NNS
shake,VBP
dodge,NN
swill,NN
tacit,VBZ
other,JJ
thorn,JJ
trove,IN
bloke,NN
vivid,NN
spill,NN
chant,JJ
choke,VBD
rupee,JJ
nasty,JJ
mourn,NN
ahead,RB
brine,JJ
cloth,CC
hoard,JJ
sweet,JJ
month,NN
lapse,NN
watch,NN
today,NN
focus,VB
smelt,JJ
tease,NN
cater,NN
movie,NN
saute,NN
allow,VBP
renew,VB
their,PRP$
slosh,JJ
purge,NN
chest,JJS
depot,NN
epoxy,JJ
nymph,NN
found,VBD
shall,MD
stove,VB
lowly,RB
snout,IN
trope,NN
fewer,JJR
shawl,JJ
natal,JJ
comma,NN
foray,NN
scare,NN
stair,JJ
black,JJ
squad,NN
royal,NN
chunk,NN
mince,NN
shame,NN
cheek,JJ
ample,JJ
flair,NN
foyer,NN
cargo,NN
oxide,NN
plant,NN
olive,JJ
inert,NN
askew,JJ
heist,NN
shown,VBN
zesty,JJ
larva,NN
forgo,NN
story,NN
hairy,NN
train,NN
homer,NN
badge,NN
midst,NN
canny,JJ
shine,NN
gecko,NN
farce,NN
slung,NN
tipsy,NN
metal,JJ
yield,NN
delve,NN
being,VBG
scour,JJ
glass,NN
gamer,NN
scrap,NN
money,NN
hinge,NN
album,RB
vouch,JJ
asset,NN
tiara,NN
crept,VBD
bayou,JJ
atoll,NN
manor,NN
creak,NN
showy,JJ
peach,NN
froth,NN
depth,NN
gloom,NN
flood,NN
trait,NN
girth,NN
piety,NN
goose,VBP
float,NN
donor,NN
atone,NN
primo,NN
apron,VBP
blown,VBN
cacao,NNS
loser,RBR
input,NN
gloat,NN
awful,JJ
brink,NN
smite,NN
beady,JJ
rusty,JJ
retro,NN
droll,NN
gawky,NN
hutch,NN
pinto,NN
egret,JJ
lilac,NN
sever,NN
field,NN
fluff,NN
agape,NN
voice,NN
stead,VBD
berth,JJ
madam,NNS
night,NN
bland,VBP
liver,RB
wedge,VBP
roomy,JJ
wacky,JJ
flock,NN
angry,JJ
trite,JJ
aphid,NN
tryst,NN
midge,NN
power,NN
elope,NN
cinch,NN
motto,NN
stomp,NN
upset,JJ
bluff,NN
cramp,NN
quart,NN
coyly,NN
youth,NN
rhyme,NN
buggy,JJ
alien,JJ
smear,JJ
unfit,JJ
patty,NN
cling,VBG
glean,JJ
label,NN
hunky,NN
khaki,NN
poker,NN
gruel,NN
twice,RB
twang,VBD
shrug,JJ
treat,NN
waste,NN
merit,NN
woven,VBN
needy,JJ
clown,NN
irony,NN
ruder,NN
gauze,NN
chief,NN
onset,VBN
prize,NN
fungi,NNS
charm,VBP
gully,RB
inter,JJ
whoop,NN
taunt,NN
leery,JJ
class,NN
theme,NN
lofty,VBD
tibia,JJ
booze,NN
alpha,NN
thyme,VBD
doubt,NN
parer,NN
chute,NN
stick,JJ
trice,NN
alike,RB
recap,JJ
saint,NN
glory,NN
grate,NN
admit,NN
brisk,JJ
soggy,JJ
usurp,JJ
scald,NN
scorn,NNS
leave,VBP
twine,JJ
sting,VBG
bough,IN
marxh,NN
sloth,CC
dandy,JJ
vigor,NN
howdy,NN
enjoy,NN
valid,JJ
ionic,JJ
equal,JJ
floor,NN
catch,NN
spade,VBD
stein,JJ
exist,JJ
quirk,NN
denim,NN
grove,NN
spiel,NN
mummy,NN
fault,NN
foggy,VBD
flout,NN
carry,NN
sneak,VBP
libel,NN
waltz,NN
aptly,RB
piney,VBZ
inept,JJ
aloud,JJ
photo,NN
dream,NN
stale,NN
begin,NN
spell,VBP
rainy,JJ
unite,JJ
medal,JJ
valet,NN
inane,NN
maple,NN
snarl,NN
baker,NN
there,RB
glyph,VBZ
avert,NN
brave,NN
axiom,JJ
prime,JJ
drive,NN
feast,NN
itchy,NN
happy,JJ
tepid,NN
undue,JJ
study,NN
eject,VBP
chafe,JJ
torso,NN
adore,RB
woken,JJ
amber,NN
joust,NN
infer,NN
braid,NN
knock,NN
naive,JJ
apply,RB
spoke,VBD
usual,JJ
rival,JJ
probe,NN
chord,NN
taper,NN
slate,NN
third,JJ
lunar,JJ
excel,NN
aorta,NN
poise,NN
extra,JJ
judge,NN
condo,NN
impel,NN
havoc,NN
molar,NN
manly,RB
slump,NN
crank,NN
gorge,NN
query,NN
drink,NN
favor ,NN
abbey,NN
tangy,NN
panic,JJ
solar,JJ
shire,NN
proxy,NN
point,NN
robot,NN
prick,JJ
wince,NN
crimp,NN
knoll,NN
sugar,NN
whack,NN
mount,NN
perky,NN
could,MD
wrung,VB
light,JJ
those,DT
moist,JJ
shard,JJ
pleat,NN
aloft,RB
skill,JJ
elder,NN
frame,NN
humor,NN
pause,NN
ulcer,JJ
ultra,JJ
robin,NN
cynic,JJ
aroma,NN
caulk,NNS
shake,VBP
dodge,NN
swill,NN
tacit,VBZ
other,JJ
thorn,JJ
trove,IN
bloke,NN
vivid,NN
spill,NN
chant,JJ
choke,VBD
rupee,JJ
nasty,JJ
mourn,NN
ahead,RB
brine,JJ
cloth,CC
hoard,JJ
sweet,JJ
month,NN
lapse,NN
watch,NN
today,NN
focus,VB
smelt,JJ
tease,NN
cater,NN
movie,NN
saute,NN
allow,VBP
renew,VB
their,PRP$
slosh,JJ
purge,NN
chest,JJS
depot,NN
epoxy,JJ
nymph,NN
found,VBD
shall,MD
stove,VB
lowly,RB
snout,IN
trope,NN
fewer,JJR
shawl,JJ
natal,JJ
comma,NN
foray,NN
scare,NN
stair,JJ
black,JJ
squad,NN
royal,NN
chunk,NN
mince,NN
shame,NN
cheek,JJ
ample,JJ
flair,NN
foyer,NN
cargo,NN
oxide,NN
plant,NN
olive,JJ
inert,NN
askew,JJ
heist,NN
shown,VBN
zesty,JJ
larva,NN
forgo,NN
story,NN
hairy,NN
train,NN
homer,NN
badge,NN
midst,NN
canny,JJ
shine,NN
gecko,NN
farce,NN
slung,NN
tipsy,NN
metal,JJ
yield,NN
delve,NN
being,VBG
scour,JJ
glass,NN
gamer,NN
scrap,NN
money,NN
hinge,NN
album,RB
vouch,JJ
asset,NN
tiara,NN
crept,VBD
bayou,JJ
atoll,NN
manor,NN
creak,NN
showy,JJ
peach,NN
froth,NN
depth,NN
gloom,NN
flood,NN
trait,NN
girth,NN
piety,NN
goose,VBP
float,NN
donor,NN
atone,NN
primo,NN
apron,VBP
blown,VBN
cacao,NNS
loser,RBR
input,NN
gloat,NN
awful,JJ
brink,NN
smite,NN
beady,JJ
rusty,JJ
retro,NN
droll,NN
gawky,NN
hutch,NN
pinto,NN
egret,JJ
lilac,NN
sever,NN
field,NN
fluff,NN
agape,NN
voice,NN
stead,VBD
berth,JJ
madam,NNS
night,NN
bland,VBP
liver,RB
wedge,VBP
roomy,JJ
wacky,JJ
flock,NN
angry,JJ
trite,JJ
aphid,NN
tryst,NN
midge,NN
power,NN
elope,NN
cinch,NN
motto,NN
stomp,NN
upset,JJ
bluff,NN
cramp,NN
quart,NN
coyly,NN
youth,NN
rhyme,NN
buggy,JJ
alien,JJ
smear,JJ
unfit,JJ
patty,NN
cling,VBG
glean,JJ
label,NN
hunky,NN
khaki,NN
poker,NN
gruel,NN
twice,RB
twang,VBD
shrug,JJ
treat,NN
waste,NN
merit,NN
woven,VBN
needy,JJ
clown,NN
irony,NN
ruder,NN
gauze,NN
chief,NN
onset,VBN
prize,NN
fungi,NNS
charm,VBP
gully,RB
inter,JJ
whoop,NN
taunt,NN
leery,JJ
class,NN
theme,NN
lofty,VBD
tibia,JJ
booze,NN
alpha,NN
thyme,VBD
doubt,NN
parer,NN
chute,NN
stick,JJ
trice,NN
alike,RB
recap,JJ
saint,NN
glory,NN
grate,NN
admit,NN
brisk,JJ
soggy,JJ
usurp,JJ
scald,NN
scorn,NNS
leave,VBP
twine,JJ
sting,VBG
bough,IN
marxh,NN
sloth,CC
dandy,JJ
vigor,NN
howdy,NN
enjoy,NN
valid,JJ
ionic,JJ
equal,JJ
floor,NN
catch,NN
spade,VBD
stein,JJ
exist,JJ
quirk,NN
denim,NN
grove,NN
spiel,NN
mummy,NN
fault,NN
foggy,VBD
flout,NN
carry,NN
sneak,VBP
libel,NN
waltz,NN
aptly,RB
piney,VBZ
inept,JJ
aloud,JJ
photo,NN
dream,NN
stale,NN
begin,NN
spell,VBP
rainy,JJ
unite,JJ
medal,JJ
valet,NN
inane,NN
maple,NN
snarl,NN
baker,NN
there,RB
glyph,VBZ
avert,NN
brave,NN
axiom,JJ
prime,JJ
drive,NN
feast,NN
itchy,NN
happy,JJ
tepid,NN
undue,JJ
study,NN
eject,VBP
chafe,JJ
torso,NN
adore,RB
woken,JJ
amber,NN
joust,NN
infer,NN
braid,NN
knock,NN
naive,JJ
apply,RB
spoke,VBD
usual,JJ
rival,JJ
probe,NN
chord,NN
taper,NN
slate,NN
third,JJ
lunar,JJ
excel,NN
aorta,NN
poise,NN
extra,JJ
judge,NN
condo,NN
impel,NN
havoc,NN
molar,NN
manly,RB
slump,NN
crank,NN
gorge,NN
query,NN
drink,NN
favor ,NN
abbey,NN
tangy,NN
panic,JJ
solar,JJ
shire,NN
proxy,NN
point,NN
robot,NN
prick,JJ
wince,NN
crimp,NN
knoll,NN
sugar,NN
whack,NN
mount,NN
perky,NN
could,MD
wrung,VB
light,JJ
those,DT
moist,JJ
shard,JJ
pleat,NN
aloft,RB
skill,JJ
elder,NN
frame,NN
humor,NN
pause,NN
ulcer,JJ
ultra,JJ
robin,NN
cynic,JJ
aroma,NN
caulk,NNS
shake,VBP
dodge,NN
swill,NN
tacit,VBZ
other,JJ
thorn,JJ
trove,IN
bloke,NN
vivid,NN
spill,NN
chant,JJ
choke,VBD
rupee,JJ
nasty,JJ
mourn,NN
ahead,RB
brine,JJ
cloth,CC
hoard,JJ
sweet,JJ
month,NN
lapse,NN
watch,NN
today,NN
focus,VB
smelt,JJ
tease,NN
cater,NN
movie,NN
saute,NN
allow,VBP
renew,VB
their,PRP$
slosh,JJ
purge,NN
chest,JJS
depot,NN
epoxy,JJ
nymph,NN
found,VBD
shall,MD
stove,VB
lowly,RB
snout,IN
trope,NN
fewer,JJR
shawl,JJ
natal,JJ
comma,NN
foray,NN
scare,NN
stair,JJ
black,JJ
squad,NN
royal,NN
chunk,NN
mince,NN
shame,NN
cheek,JJ
ample,JJ
flair,NN
foyer,NN
cargo,NN
oxide,NN
plant,NN
olive,JJ
inert,NN
askew,JJ
heist,NN
shown,VBN
zesty,JJ
larva,NN
forgo,NN
story,NN
hairy,NN
train,NN
homer,NN
badge,NN
midst,NN
canny,JJ
shine,NN
gecko,NN
farce,NN
slung,NN
tipsy,NN
metal,JJ
yield,NN
delve,NN
being,VBG
scour,JJ
glass,NN
gamer,NN
scrap,NN
money,NN
hinge,NN
album,RB
vouch,JJ
asset,NN
tiara,NN
crept,VBD
bayou,JJ
atoll,NN
manor,NN
creak,NN
showy,JJ
peach,NN
froth,NN
depth,NN
gloom,NN
flood,NN
trait,NN
girth,NN
piety,NN
goose,VBP
float,NN
donor,NN
atone,NN
primo,NN
apron,VBP
blown,VBN
cacao,NNS
loser,RBR
input,NN
gloat,NN
awful,JJ
brink,NN
smite,NN
beady,JJ
rusty,JJ
retro,NN
droll,NN
gawky,NN
hutch,NN
pinto,NN
egret,JJ
lilac,NN
sever,NN
field,NN
fluff,NN
agape,NN
voice,NN
stead,VBD
berth,JJ
madam,NNS
night,NN
bland,VBP
liver,RB
wedge,VBP
roomy,JJ
wacky,JJ
flock,NN
angry,JJ
trite,JJ
aphid,NN
tryst,NN
midge,NN
power,NN
elope,NN
cinch,NN
motto,NN
stomp,NN
upset,JJ
bluff,NN
cramp,NN
quart,NN
coyly,NN
youth,NN
rhyme,NN
buggy,JJ
alien,JJ
smear,JJ
unfit,JJ
patty,NN
cling,VBG
glean,JJ
label,NN
hunky,NN
khaki,NN
poker,NN
gruel,NN
twice,RB
twang,VBD
shrug,JJ
treat,NN
waste,NN
merit,NN
woven,VBN
needy,JJ
clown,NN
irony,NN
ruder,NN
gauze,NN
chief,NN
onset,VBN
prize,NN
fungi,NNS
charm,VBP
gully,RB
inter,JJ
whoop,NN
taunt,NN
leery,JJ
class,NN
theme,NN
lofty,VBD
tibia,JJ
booze,NN
alpha,NN
thyme,VBD
doubt,NN
parer,NN
chute,NN
stick,JJ
trice,NN
alike,RB
recap,JJ
saint,NN
glory,NN
grate,NN
admit,NN
brisk,JJ
soggy,JJ
usurp,JJ
scald,NN
scorn,NNS
leave,VBP
twine,JJ
sting,VBG
bough,IN
marxh,NN
sloth,CC
dandy,JJ
vigor,NN
howdy,NN
enjoy,NN
valid,JJ
ionic,JJ
equal,JJ
floor,NN
catch,NN
spade,VBD
stein,JJ
exist,JJ
quirk,NN
denim,NN
grove,NN
spiel,NN
mummy,NN
fault,NN
foggy,VBD
flout,NN
carry,NN
sneak,VBP
libel,NN
waltz,NN
aptly,RB
piney,VBZ
inept,JJ
aloud,JJ
photo,NN
dream,NN
stale,NN
begin,NN
spell,VBP
rainy,JJ
unite,JJ
medal,JJ
valet,NN
inane,NN
maple,NN
snarl,NN
baker,NN
there,RB
glyph,VBZ
avert,NN
brave,NN
axiom,JJ
prime,JJ
drive,NN
feast,NN
itchy,NN
happy,JJ
tepid,NN
undue,JJ
study,NN
eject,VBP
chafe,JJ
torso,NN
adore,RB
woken,JJ
amber,NN
joust,NN
infer,NN
braid,NN
knock,NN
naive,JJ
apply,RB
spoke,VBD
usual,JJ
rival,JJ
probe,NN
chord,NN
taper,NN
slate,NN
third,JJ
lunar,JJ
excel,NN
aorta,NN
poise,NN
extra,JJ
judge,NN
condo,NN
impel,NN
havoc,NN
molar,NN
manly,RB
